source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/243306384,Kepong Sentral,Kepong Sentral,KA07 Kepong Sentral,station,wheelchair_stop,yes,,,,,,,Point,POINT(101.6285344 3.2087148),"{""@id"":""node/243306384"",""air_conditioning"":""no"",""alt_name"":""KTM Kepong Sentral"",""internet_access"":""yes"",""name"":""KA07 Kepong Sentral"",""name:en"":""Kepong Sentral"",""name:ja"":""クロルデコン"",""name:ms"":""Kepong Sentral"",""name:zh"":""甲洞中央"",""name:zh-Hans"":""甲洞中央"",""name:zh-Hant"":""甲洞中央"",""not:brand:wikidata"":""Q215657"",""operator"":""KTM"",""public_transport"":""station"",""railway"":""station"",""ref"":""KA07"",""station"":""train"",""train"":""yes"",""wheelchair"":""yes"",""wikidata"":""Q6131785"",""wikipedia"":""en:Kepong Sentral Komuter station""}"
node/1485787800,UKM,UKM,KB07 UKM,station,wheelchair_stop,yes,,,,,,,Point,POINT(101.7877867 2.9395784),"{""@id"":""node/1485787800"",""air_conditioning"":""no"",""alt_name"":""KTM UKM"",""full_name"":""UKM Komuter Station"",""internet_access"":""yes"",""name"":""KB07 UKM"",""name:en"":""UKM"",""name:ja"":""UKM"",""name:ms"":""UKM"",""name:zh"":""马来西亚国立大学"",""name:zh-Hans"":""马来西亚国立大学"",""name:zh-Hant"":""馬來西亞國立大學"",""network"":""KTM Komuter"",""network:wikidata"":""Q4383987"",""not:brand:wikidata"":""Q215657"",""operator"":""Keretapi Tanah Melayu"",""operator:wikidata"":""Q1187590"",""public_transport"":""station"",""railway"":""station"",""ref"":""KB07"",""station"":""train"",""train"":""yes"",""website"":""https://mrt.com.my/komuter/UKM.htm"",""wheelchair"":""yes"",""wikidata"":""Q6131646"",""wikipedia"":""en:UKM Komuter station""}"
node/1676562333,,,Hentian Bandar Utama,bus_stop,wheelchair_stop,yes,,,,,,,Point,POINT(101.613241 3.1514356),"{""@id"":""node/1676562333"",""addr:city"":""Petaling Jaya"",""addr:postcode"":""47800"",""addr:street"":""Central Park Avenue"",""air_conditioning"":""no"",""alt_name"":""1 Utama Bus Terminal"",""amenity"":""bus_station"",""baby_feeding"":""no"",""bus"":""yes"",""departures_board"":""timetable"",""highway"":""bus_stop"",""internet_access"":""no"",""layer"":""1"",""name"":""Hentian Bandar Utama"",""network"":""Rapid KL Bus;PJ City Bus"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""PJ530"",""route_ref"":""506;801;802;PJ05;PJ06"",""wheelchair"":""yes""}"
node/1707840846,"Hutan Lipur Kanching, Temple Park",,"Hutan Lipur Kanching, Temple Park",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6169555 3.2976136),"{""@id"":""node/1707840846"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Hutan Lipur Kanching, Temple Park"",""name:en"":""Hutan Lipur Kanching, Temple Park"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL389"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1769238060,"Station Salak Tinggi, Jalan Warisan Megah",,"Station Salak Tinggi, Jalan Warisan Megah",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7129406 2.8254894),"{""@id"":""node/1769238060"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Station Salak Tinggi, Jalan Warisan Megah"",""name:en"":""Station Salak Tinggi, Jalan Warisan Megah"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1813357978,,SR (A) Al-Jammiyah Jalan Ayer Panas,SR (A) Al-Jammiyah Jalan Ayer Panas,bus_stop,wheelchair_stop,yes,no,yes,,no,,,Point,POINT(101.7143219 3.1897246),"{""@id"":""node/1813357978"",""bench"":""no"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SR (A) Al-Jammiyah Jalan Ayer Panas"",""name:ms"":""SR (A) Al-Jammiyah Jalan Ayer Panas"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1813364899,,Pasar Ayer Panas,Pasar Ayer Panas,bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.7184841 3.1890734),"{""@id"":""node/1813364899"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pasar Ayer Panas"",""name:ms"":""Pasar Ayer Panas"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""no"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1813387435,,SRJK (C) Chung Hwa,SRJK (C) Chung Hwa,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7022722 3.1835198),"{""@id"":""node/1813387435"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SRJK (C) Chung Hwa"",""name:ms"":""SRJK (C) Chung Hwa"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL692"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1814481042,,Taman Kaya,Taman Kaya,bus_stop,wheelchair_stop,yes,no,yes,,,,,Point,POINT(101.6805717 3.1914544),"{""@id"":""node/1814481042"",""addr:city"":""Kuala Lumpur"",""addr:postcode"":""51200"",""addr:street"":""Jalan Ipoh"",""bin"":""yes"",""bus"":""yes"",""highway"":""bus_stop"",""name"":""Taman Kaya"",""name:ms"":""Taman Kaya"",""operator"":""Selangor Omnibus, Setara Jaya, RapidKL"",""public_transport"":""platform"",""ref"":""KL602"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/1919647737,Kepong Sentral,,Kepong Sentral,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6287881 3.207645),"{""@id"":""node/1919647737"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kepong Sentral"",""name:en"":""Kepong Sentral"",""name:zh"":""甲洞中央"",""name:zh-Hans"":""甲洞中央"",""name:zh-Hant"":""甲洞中央"",""operator"":""Rapid KL;Causeway Link"",""public_transport"":""platform"",""ref"":""KL1758"",""route_ref"":""801"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/1919647745,Kepong Sentral (Opp),,Kepong Sentral (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6293571 3.2080346),"{""@id"":""node/1919647745"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kepong Sentral (Opp)"",""name:en"":""Kepong Sentral (Opp)"",""old_name"":""KTM Kepong"",""operator"":""Rapid KL;Causeway Link"",""public_transport"":""platform"",""ref"":""KL990"",""route_ref"":""801"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2008935405,Apartment Sri Meranti,,Apartment Sri Meranti,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6031653 3.1914668),"{""@id"":""node/2008935405"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Apartment Sri Meranti"",""name:en"":""Apartment Sri Meranti"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""PJ28"",""route_ref"":""801"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2093054567,Riverwalk Village,,Riverwalk Village,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.683413 3.1801495),"{""@id"":""node/2093054567"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Riverwalk Village"",""name:en"":""Riverwalk Village"",""operator"":""Rapid KL;MARA Liner;Selangor Omnibus"",""public_transport"":""platform"",""ref"":""KL606"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2364022004,LRT Titiwangsa,LRT Titiwangsa,LRT Titiwangsa,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.695644 3.1729304),"{""@id"":""node/2364022004"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""LRT Titiwangsa"",""name:en"":""LRT Titiwangsa"",""name:ms"":""LRT Titiwangsa"",""network"":""Rapid KL"",""network:wikidata"":""Q3271384"",""operator"":""Prasarana Malaysia"",""operator:wikidata"":""Q4209298"",""public_transport"":""platform"",""ref"":""KL275"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2378755760,SJKC Chiao Nan (Opp),,SJKC Chiao Nan (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.700408 3.1780087),"{""@id"":""node/2378755760"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SJKC Chiao Nan (Opp)"",""name:en"":""SJKC Chiao Nan (Opp)"",""name:zh"":""侨南华文小学 （对面）"",""name:zh-Hans"":""侨南华文小学 （对面）"",""name:zh-Hant"":""僑南華文小學 （對面）"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL694"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2502820560,Kok Lian Commercial,Komersial Kok Lian,Komersial Kok Lian,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6735958 3.2026939),"{""@id"":""node/2502820560"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Komersial Kok Lian"",""name:en"":""Kok Lian Commercial"",""name:ms"":""Komersial Kok Lian"",""name:zh"":""国联商业区"",""name:zh-Hans"":""国联商业区"",""name:zh-Hant"":""國聯商業區"",""old_name"":""Kompleks Sungai Mas"",""operator"":""Rapid KL;MARA Liner;Selangor Omnibus"",""public_transport"":""platform"",""ref"":""KL587"",""route_ref"":""151;T120"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2505580083,,,Standard Chartered Bank,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6970627 3.1685011),"{""@id"":""node/2505580083"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Standard Chartered Bank"",""operator"":""Selangor Omnibus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL51"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019606,Sg Long Golf & Country Club,,Sg Long Golf & Country Club,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8015261 3.0417152),"{""@id"":""node/2541019606"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Sg Long Golf & Country Club"",""name:en"":""Sg Long Golf & Country Club"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ438"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019607,,Green Seksyen 7,Green Seksyen 7,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7947032 3.0459196),"{""@id"":""node/2541019607"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Green Seksyen 7"",""name:ms"":""Green Seksyen 7"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ361"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019608,Apartment Green Acre,,Apartment Green Acre,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8052751 3.0478944),"{""@id"":""node/2541019608"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Apartment Green Acre"",""name:en"":""Apartment Green Acre"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ437"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019609,,Perumahan Sekyen 7,Perumahan Sekyen 7,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7988422 3.0493267),"{""@id"":""node/2541019609"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan Sekyen 7"",""name:ms"":""Perumahan Sekyen 7"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ403"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2541019610,,SMK Sg Long,SMK Sg Long,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8019779 3.051625),"{""@id"":""node/2541019610"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SMK Sg Long"",""name:ms"":""SMK Sg Long"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ428"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/2542628928,Sri Selayang Garden,Taman Sri Selayang,Taman Sri Selayang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6714491 3.2350855),"{""@id"":""node/2542628928"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Sri Selayang"",""name:en"":""Sri Selayang Garden"",""name:ms"":""Taman Sri Selayang"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL567"",""route_ref"":""150;151"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2542651606,,Kampung Melayu Batu 16 Rawang (Timur),Kampung Melayu Batu 16 Rawang (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.5917388 3.3054035),"{""@id"":""node/2542651606"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kampung Melayu Batu 16 Rawang (Timur)"",""name:ms"":""Kampung Melayu Batu 16 Rawang (Timur)"",""operator"":""Smart Selangor;MARA Liner"",""public_transport"":""platform"",""ref"":""SL351"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2542656678,,,SRJKC San Yuk Rawang (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.582538 3.310495),"{""@id"":""node/2542656678"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SRJKC San Yuk Rawang (Opp)"",""operator"":""MARA Liner"",""public_transport"":""platform"",""ref"":""SL355"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/2573301359,Seputeh,Seputeh,KB02 Seputeh,station,wheelchair_stop,yes,,,,,,,Point,POINT(101.68142 3.1136874),"{""@id"":""node/2573301359"",""air_conditioning"":""no"",""alt_name"":""KTM Seputeh"",""name"":""KB02 Seputeh"",""name:en"":""Seputeh"",""name:ja"":""スプテ"",""name:ms"":""Seputeh"",""name:zh"":""士布爹"",""name:zh-Hans"":""士布爹"",""name:zh-Hant"":""士布爹"",""not:brand:wikidata"":""Q215657"",""operator"":""KTM"",""public_transport"":""station"",""railway"":""station"",""ref"":""KB02"",""station"":""train"",""train"":""yes"",""wheelchair"":""yes"",""wikidata"":""Q6124851"",""wikipedia"":""en:Seputeh Komuter station""}"
node/2974065449,,Shell Sg Long,Shell Sg Long,bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.7895459 3.0418016),"{""@id"":""node/2974065449"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Shell Sg Long"",""name:ms"":""Shell Sg Long"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KJ329"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/3018417115,KLIA Terminal 1 (Main Building),,KLIA Terminal 1 (Main Building),station,wheelchair_stop,yes,,,,,,,Point,POINT(101.7056607 2.7525893),"{""@id"":""node/3018417115"",""monorail"":""yes"",""name"":""KLIA Terminal 1 (Main Building)"",""name:en"":""KLIA Terminal 1 (Main Building)"",""name:zh"":""吉隆坡国际机场1号主航站楼"",""network"":""KLIA Aerotrain"",""public_transport"":""station"",""railway"":""station"",""wheelchair"":""yes""}"
node/3018417116,,,KLIA Terminal 1 (Satellite Building),station,wheelchair_stop,yes,,,,,,,Point,POINT(101.7128047 2.7474325),"{""@id"":""node/3018417116"",""monorail"":""yes"",""name"":""KLIA Terminal 1 (Satellite Building)"",""name:zh"":""KLIA卫星航站楼A"",""network"":""KLIA Aerotrain"",""public_transport"":""station"",""railway"":""station"",""wheelchair"":""yes""}"
node/3706035619,,SMK TTDI,SMK TTDI,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6227406 3.1459317),"{""@id"":""node/3706035619"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SMK TTDI"",""name:ms"":""SMK TTDI"",""operator"":""Rapid KL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/3751178929,Diamond Square,,Diamond Square,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.7053276 3.1951052),"{""@id"":""node/3751178929"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Diamond Square"",""name:en"":""Diamond Square"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL913"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/4009142572,Bamboo Garden Jalan Ipoh,Taman Bamboo Jalan Ipoh,Taman Bamboo Jalan Ipoh,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.678385 3.1985022),"{""@id"":""node/4009142572"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Bamboo Jalan Ipoh"",""name:en"":""Bamboo Garden Jalan Ipoh"",""name:ms"":""Taman Bamboo Jalan Ipoh"",""name:zh"":""怡保路松竹花园"",""name:zh-Hans"":""怡保路松竹花园"",""name:zh-Hant"":""怡保路松竹花園"",""operator"":""Selangor Omnibus, Setara Jaya, RapidKL"",""public_transport"":""platform"",""ref"":""KL586"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/4009163241,,Simpang Batu Kantomen / Caltex Jalan Ipoh,Simpang Batu Kantomen / Caltex Jalan Ipoh,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.6792979 3.1974694),"{""@id"":""node/4009163241"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Simpang Batu Kantomen / Caltex Jalan Ipoh"",""name:ms"":""Simpang Batu Kantomen / Caltex Jalan Ipoh"",""operator"":""Selangor Omnibus, Setara Jaya, RapidKL"",""public_transport"":""platform"",""ref"":""KL600"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/4087593844,,,,elevator,lift,,,,,,,,Point,POINT(101.6091484 3.156364),"{""@id"":""node/4087593844"",""highway"":""elevator""}"
node/4307150803,,,,elevator,lift,,,,,,,,Point,POINT(101.7132729 2.7480519),"{""@id"":""node/4307150803"",""highway"":""elevator""}"
node/4307198997,,,,elevator,lift,,,,,,,,Point,POINT(101.7136694 2.7483279),"{""@id"":""node/4307198997"",""highway"":""elevator""}"
node/4307228095,,,,elevator,lift,yes,,,,,,,Point,POINT(101.7135548 2.7476331),"{""@id"":""node/4307228095"",""access"":""yes"",""highway"":""elevator"",""level"":""1;2"",""wheelchair"":""yes""}"
node/4307228193,,,,elevator,lift,,,,,,,,Point,POINT(101.7139655 2.7479202),"{""@id"":""node/4307228193"",""highway"":""elevator""}"
node/4341197890,,,Sogo KL,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6954516 3.1567508),"{""@id"":""node/4341197890"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""highway"":""bus_stop"",""lit"":""yes"",""name"":""Sogo KL"",""operator"":""Rapid KL;Selangor Omnibus;DBKL"",""public_transport"":""platform"",""ref"":""KL1940"",""route_ref"":""100;103;104;107;120;151;171;173;202;220;250"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/4400850259,,,,elevator,lift,,,,,,,,Point,POINT(101.6813388 3.2378248),"{""@id"":""node/4400850259"",""highway"":""elevator""}"
node/4425419931,KLIA T1 Bus Terminal,,Terminal Bas KLIA T1,bus_stop,wheelchair_stop,yes,,yes,,yes,,,Point,POINT(101.7043576 2.7558876),"{""@id"":""node/4425419931"",""air_conditioning"":""yes"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""yes"",""highway"":""bus_stop"",""internet_access"":""yes"",""name"":""Terminal Bas KLIA T1"",""name:en"":""KLIA T1 Bus Terminal"",""name:zh"":""吉隆坡国际机场1号航站楼巴士总站"",""operator"":""Airport Liner, Jetbus, Aero Bus, SkyBus, Transnasional"",""public_transport"":""platform"",""ref"":""SP355"",""shelter"":""yes"",""wheelchair"":""yes""}"
node/4439097193,,Kg Padang Balang,Kg Padang Balang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6991066 3.2055652),"{""@id"":""node/4439097193"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kg Padang Balang"",""name:ms"":""Kg Padang Balang"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL987"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/4533242217,Entrance A | Kampung Selamat,,Pintu A | Kampung Selamat,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.578194 3.199222),"{""@id"":""node/4533242217"",""destination"":""Kampung Selamat"",""level"":""0"",""name"":""Pintu A | Kampung Selamat"",""name:en"":""Entrance A | Kampung Selamat"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
node/4702087192,Mitsui,Mitsui,Mitsui,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6777819 2.7788951),"{""@id"":""node/4702087192"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Mitsui"",""name:en"":""Mitsui"",""name:ms"":""Mitsui"",""name:zh"":""三井名牌城"",""name:zh-Hans"":""三井名牌城"",""name:zh-Hant"":""三井名牌城"",""network"":""Smart Selangor Bus;Mitsui Outlet Park  KLIA Sepang Free Shuttle Bus"",""operator"":""Rapid Bus;Wawasan Sutera"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/4719933879,,"Taman Seri Delima, Jalan Kajang - Dengkil","Taman Seri Delima, Jalan Kajang - Dengkil",bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6840975 2.8556745),"{""@id"":""node/4719933879"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Seri Delima, Jalan Kajang - Dengkil"",""name:ms"":""Taman Seri Delima, Jalan Kajang - Dengkil"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""ref"":""SP94"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/4789055823,Rawang Bus Terminal,Terminal Bas Rawang,Terminal Bas Rawang,bus_stop,wheelchair_stop,yes,,yes,,yes,,,Point,POINT(101.5784021 3.319357),"{""@id"":""node/4789055823"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Terminal Bas Rawang"",""name:en"":""Rawang Bus Terminal"",""name:ms"":""Terminal Bas Rawang"",""name:zh"":""万挠巴士站"",""name:zh-Hans"":""万挠巴士站"",""name:zh-Hant"":""萬撓巴士站"",""operator"":""MARA Liner"",""public_transport"":""platform"",""ref"":""SL364"",""route_ref"":""150;154;156"",""shelter"":""yes"",""wheelchair"":""yes"",""wikimedia_commons"":""Category:Rawang Bus Station""}"
node/4952299496,"Entrance B | Velodrom KL, Jalan Cheras","Pintu B | Velodrom KL, Jalan Cheras","Pintu B | Velodrom KL, Jalan Cheras",station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7290571 3.1117149),"{""@id"":""node/4952299496"",""destination"":""Velodrom KL;Jalan Cheras"",""level"":""0"",""name"":""Pintu B | Velodrom KL, Jalan Cheras"",""name:en"":""Entrance B | Velodrom KL, Jalan Cheras"",""name:ms"":""Pintu B | Velodrom KL, Jalan Cheras"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/4952299503,B,B,B,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7327199 3.1046709),"{""@id"":""node/4952299503"",""level"":""0"",""name"":""B"",""name:en"":""B"",""name:ms"":""B"",""name:zh"":""B"",""railway"":""subway_entrance"",""ref"":""B"",""wheelchair"":""yes""}"
node/4960644297,Duta Food Court,Medan Selera Duta,Medan Selera Duta,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6714037 3.1738898),"{""@id"":""node/4960644297"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Medan Selera Duta"",""name:en"":""Duta Food Court"",""name:ms"":""Medan Selera Duta"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL1538"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/5040821684,,,,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7116492 3.1468377),"{""@id"":""node/5040821684"",""level"":""0"",""railway"":""subway_entrance"",""ref"":""D"",""wheelchair"":""yes""}"
node/5040821689,,,,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7105779 3.1460017),"{""@id"":""node/5040821689"",""level"":""0"",""railway"":""subway_entrance"",""ref"":""C"",""wheelchair"":""yes""}"
node/5042521354,A,A,A,station_entrance,accessible_station_entrance,yes,,,,,,,Point,POINT(101.7269761 3.1253842),"{""@id"":""node/5042521354"",""level"":""0"",""name"":""A"",""name:en"":""A"",""name:ms"":""A"",""name:zh"":""A"",""railway"":""subway_entrance"",""ref"":""A"",""wheelchair"":""yes""}"
