source_id,name_en,name_ms,name_default,feature_type,accessibility_type,wheelchair,tactile_paving,shelter,covered,bench,kerb,stroller,geom_type,geom_wkt,raw_properties
node/9500082645,"Perdana Residence, Bukit Idaman",,"Perdana Residence, Bukit Idaman",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6460185 3.2571023),"{""@id"":""node/9500082645"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perdana Residence, Bukit Idaman"",""name:en"":""Perdana Residence, Bukit Idaman"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL378"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9500088934,,"Taman Prima Selayang, Jalan Kuching","Taman Prima Selayang, Jalan Kuching",bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6489368 3.2613707),"{""@id"":""node/9500088934"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Prima Selayang, Jalan Kuching"",""name:ms"":""Taman Prima Selayang, Jalan Kuching"",""operator"":""Setara Jaya"",""public_transport"":""platform"",""ref"":""SL384"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9500088938,,"NSK Selayang, Jalan Besar Selayang","NSK Selayang, Jalan Besar Selayang",bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6637081 3.2432611),"{""@id"":""node/9500088938"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""NSK Selayang, Jalan Besar Selayang"",""name:ms"":""NSK Selayang, Jalan Besar Selayang"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""SL53"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9500092216,,,One Selayang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6497469 3.2493316),"{""@id"":""node/9500092216"",""bench"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""One Selayang"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""SL382"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9500097089,,Kampung Selayang Pandang,Kampung Selayang Pandang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.65817 3.2453015),"{""@id"":""node/9500097089"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Kampung Selayang Pandang"",""name:ms"":""Kampung Selayang Pandang"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""SL532"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9500105123,,,Taman Desa Bakti,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.662842 3.2429869),"{""@id"":""node/9500105123"",""alt_name"":""Warta Lama, Jalan Kuching"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Desa Bakti"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL569"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9500105362,Naza Kia Sdn Bhd - Selayang 3S Centre,,Naza Kia Sdn Bhd - Selayang 3S Centre,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.6485764 3.2498204),"{""@id"":""node/9500105362"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Naza Kia Sdn Bhd - Selayang 3S Centre"",""name:en"":""Naza Kia Sdn Bhd - Selayang 3S Centre"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9500112289,NSK Selayang,NSK Selayang,NSK Selayang,bus_stop,wheelchair_stop,yes,no,no,,no,,,Point,POINT(101.6586978 3.2445725),"{""@id"":""node/9500112289"",""bench"":""no"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""NSK Selayang"",""name:en"":""NSK Selayang"",""name:ms"":""NSK Selayang"",""operator"":""Rapid KL;MARA Liner"",""public_transport"":""platform"",""ref"":""KL508"",""shelter"":""no"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9501975091,,Taman Batu Muda,Taman Batu Muda,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6867276 3.2279254),"{""@id"":""node/9501975091"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Batu Muda"",""name:ms"":""Taman Batu Muda"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL627"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9501993216,,,Flat Taman Wilayah Selayang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6610696 3.2392633),"{""@id"":""node/9501993216"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""bus_stop"",""name"":""Flat Taman Wilayah Selayang"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL703"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502019634,,,Taman Seri Melati,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6568392 3.2405725),"{""@id"":""node/9502019634"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Seri Melati"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""SL93"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502022485,,,Dewan Desa Bakti,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6585399 3.2409333),"{""@id"":""node/9502022485"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""bus_stop"",""name"":""Dewan Desa Bakti"",""network"":""MRT Feeder Bus"",""old_name"":""Dewan Serbaguna Taman Desa Bakti Selayang, Jalan 9/2B"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL704"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502022487,,,Dewan Desa Bakti (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.658586 3.240843),"{""@id"":""node/9502022487"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Dewan Desa Bakti (Opp)"",""network"":""MRT Feeder Bus"",""old_name"":""Dewan Serbaguna Taman Desa Bakti Selayang, Jalan 9/2B"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL420"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502023418,,,Flat Taman Wilayah Selayang,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6612064 3.2392757),"{""@id"":""node/9502023418"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Flat Taman Wilayah Selayang"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL696"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502025618,,,Masjid Al Zakirin (Opp),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6602455 3.2377958),"{""@id"":""node/9502025618"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Masjid Al Zakirin (Opp)"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL697"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502025620,,,Masjid Al Zakirin,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6600841 3.2377663),"{""@id"":""node/9502025620"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Masjid Al Zakirin"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL702"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502025622,,,Taman Seri Melati,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6580559 3.2413029),"{""@id"":""node/9502025622"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""realtime"",""highway"":""bus_stop"",""name"":""Taman Seri Melati"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""SL95"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502030484,,Taman Batu Muda (Tengah),Taman Batu Muda (Tengah),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6858972 3.2278586),"{""@id"":""node/9502030484"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Batu Muda (Tengah)"",""name:ms"":""Taman Batu Muda (Tengah)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL628"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502042665,,,Pangsapuri Taman Sri Murni (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6628372 3.236148),"{""@id"":""node/9502042665"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Taman Sri Murni (Timur)"",""network"":""MRT Feeder Bus"",""old_name"":""Taman Seri Murni Apartment (Timur)"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL699"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502042667,,,Pangsapuri Taman Sri Murni,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6629885 3.2355414),"{""@id"":""node/9502042667"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Taman Sri Murni"",""network"":""MRT Feeder Bus"",""old_name"":""Taman Seri Murni Apartment"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL700"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502048342,,Taman Batu Muda (Timur),Taman Batu Muda (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6882071 3.2279907),"{""@id"":""node/9502048342"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Batu Muda (Timur)"",""name:ms"":""Taman Batu Muda (Timur)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL626"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502048344,,Taman Batu Muda (Timur),Taman Batu Muda (Timur),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.688188 3.2281301),"{""@id"":""node/9502048344"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Batu Muda (Timur)"",""name:ms"":""Taman Batu Muda (Timur)"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL632"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502050506,,,Pangsapuri Taman Sri Murni (Selatan),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6614035 3.2350822),"{""@id"":""node/9502050506"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Taman Sri Murni (Selatan)"",""network"":""MRT Feeder Bus"",""old_name"":""Taman Seri Murni Apartment (Selatan)"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL698"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502050508,,,Pangsapuri Taman Sri Murni (Selatan),bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.6612559 3.2349471),"{""@id"":""node/9502050508"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Pangsapuri Taman Sri Murni (Selatan)"",""network"":""MRT Feeder Bus"",""old_name"":""Taman Seri Murni Apartment (Selatan)"",""operator"":""Rapid Bus;MARA Liner"",""public_transport"":""platform"",""ref"":""KL701"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502061826,,Hentian Batu Muda,Hentian Batu Muda,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.683324 3.2277841),"{""@id"":""node/9502061826"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Hentian Batu Muda"",""name:ms"":""Hentian Batu Muda"",""operator"":""Rapid KL"",""public_transport"":""platform"",""ref"":""KL629"",""shelter"":""yes"",""shelter_type"":""public_transport"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9502989794,,Shell Sg Long (Opp),Shell Sg Long (Opp),bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.789612 3.041514),"{""@id"":""node/9502989794"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Shell Sg Long (Opp)"",""name:ms"":""Shell Sg Long (Opp)"",""operator"":""Rapid Bus"",""public_transport"":""platform"",""ref"":""KJ560"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503683737,Green Acre Condo,,Green Acre Condo,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.8064566 3.0458961),"{""@id"":""node/9503683737"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Green Acre Condo"",""name:en"":""Green Acre Condo"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ761"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503737498,,Perumahan Sg Long Seksyen 7,Perumahan Sg Long Seksyen 7,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7973196 3.0480665),"{""@id"":""node/9503737498"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan Sg Long Seksyen 7"",""name:ms"":""Perumahan Sg Long Seksyen 7"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ370"",""shelter"":""yes"",""source"":""GPS"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503803156,Mahkota Residence,,Mahkota Residence,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.782072 3.0517168),"{""@id"":""node/9503803156"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Mahkota Residence"",""name:en"":""Mahkota Residence"",""operator"":""RapidKL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503803204,,Dewan Serbaguna Mahkota Cheras,Dewan Serbaguna Mahkota Cheras,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.7937651 3.059653),"{""@id"":""node/9503803204"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Dewan Serbaguna Mahkota Cheras"",""name:ms"":""Dewan Serbaguna Mahkota Cheras"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ570"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503806816,,Perumahan Mahkota Cheras Seksyen 3,Perumahan Mahkota Cheras Seksyen 3,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.7893536 3.0605462),"{""@id"":""node/9503806816"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan Mahkota Cheras Seksyen 3"",""name:ms"":""Perumahan Mahkota Cheras Seksyen 3"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ195"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503809781,Petronas Mahkota Cheras,Petronas Mahkota Cheras,Petronas Mahkota Cheras,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.7868348 3.0515382),"{""@id"":""node/9503809781"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Petronas Mahkota Cheras"",""name:en"":""Petronas Mahkota Cheras"",""name:ms"":""Petronas Mahkota Cheras"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ214"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503818892,Aeon Mahkota Cheras,Aeon Mahkota Cheras,Aeon Mahkota Cheras,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.7863055 3.0544419),"{""@id"":""node/9503818892"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Aeon Mahkota Cheras"",""name:en"":""Aeon Mahkota Cheras"",""name:ms"":""Aeon Mahkota Cheras"",""operator"":""RapidKL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503820380,BMC Mall (Opp),,BMC Mall (Opp),bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.7860808 3.055109),"{""@id"":""node/9503820380"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""BMC Mall (Opp)"",""name:en"":""BMC Mall (Opp)"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ177"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503824508,,Bandar Mahkota Cheras,Bandar Mahkota Cheras,bus_stop,wheelchair_stop,yes,no,yes,yes,yes,,,Point,POINT(101.7868144 3.0433048),"{""@id"":""node/9503824508"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Bandar Mahkota Cheras"",""name:ms"":""Bandar Mahkota Cheras"",""name:zh"":""蕉赖皇冠城"",""name:zh-Hans"":""蕉赖皇冠城"",""name:zh-Hant"":""蕉賴皇冠城"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ561"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503824510,,Bandar Mahkota Cheras,Bandar Mahkota Cheras,bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.7882773 3.0472617),"{""@id"":""node/9503824510"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Bandar Mahkota Cheras"",""name:ms"":""Bandar Mahkota Cheras"",""name:zh"":""蕉赖皇冠城"",""name:zh-Hans"":""蕉赖皇冠城"",""name:zh-Hant"":""蕉賴皇冠城"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ289"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503867389,,SPG Sg Long,SPG Sg Long,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7718705 3.0361712),"{""@id"":""node/9503867389"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SPG Sg Long"",""name:ms"":""SPG Sg Long"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ722"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503869830,,Perumahan Mahkota Cheras Seksyen 6,Perumahan Mahkota Cheras Seksyen 6,bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.7938983 3.0541803),"{""@id"":""node/9503869830"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Perumahan Mahkota Cheras Seksyen 6"",""name:ms"":""Perumahan Mahkota Cheras Seksyen 6"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ200"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503875024,Mahkota Cheras Commercial,Komersial Mahkota Cheras,Komersial Mahkota Cheras,bus_stop,wheelchair_stop,yes,yes,yes,yes,yes,,,Point,POINT(101.7889635 3.0500848),"{""@id"":""node/9503875024"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""covered"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Komersial Mahkota Cheras"",""name:en"":""Mahkota Cheras Commercial"",""name:ms"":""Komersial Mahkota Cheras"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ213"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503882377,,Institut Pengurusan Veterinar (Opp),Institut Pengurusan Veterinar (Opp),bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7753227 3.0359556),"{""@id"":""node/9503882377"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Institut Pengurusan Veterinar (Opp)"",""name:ms"":""Institut Pengurusan Veterinar (Opp)"",""operator"":""RapidKL"",""passenger_information_display"":""yes"",""public_transport"":""platform"",""ref"":""KJ304"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503894449,,,MRT Batu 11 Cheras,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7729568 3.0410099),"{""@id"":""node/9503894449"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""MRT Batu 11 Cheras"",""network"":""MRT Feeder Bus"",""operator"":""Rapid Bus"",""passenger_information_display"":""no"",""public_transport"":""platform"",""ref"":""KJ755"",""route_ref"":""T416;T417"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503897199,Apartment Netizen,,Apartment Netizen,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.772061 3.0495722),"{""@id"":""node/9503897199"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Apartment Netizen"",""name:en"":""Apartment Netizen"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503897206,,Taman Desa Baru,Taman Desa Baru,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7706522 3.0285724),"{""@id"":""node/9503897206"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""Taman Desa Baru"",""name:ms"":""Taman Desa Baru"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ183"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503906163,,SPG Cheras Perdana,SPG Cheras Perdana,bus_stop,wheelchair_stop,yes,no,yes,,yes,,,Point,POINT(101.7741731 3.0520255),"{""@id"":""node/9503906163"",""bench"":""yes"",""bin"":""no"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""SPG Cheras Perdana"",""name:ms"":""SPG Cheras Perdana"",""operator"":""RapidKL"",""public_transport"":""platform"",""ref"":""KJ668"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""no"",""wheelchair"":""yes""}"
node/9503907124,MRT Bukit Dukung A Entrance,MRT Bukit Dukung Pintu A,MRT Bukit Dukung Pintu A,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7713363 3.0264231),"{""@id"":""node/9503907124"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""MRT Bukit Dukung Pintu A"",""name:en"":""MRT Bukit Dukung A Entrance"",""name:ms"":""MRT Bukit Dukung Pintu A"",""operator"":""RapidKL"",""public_transport"":""platform"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
node/9503907420,MRT Bandar Tun Hussein Onn A Entrance,MRT Bandar Tun Hussein Onn Pintu A,MRT Bandar Tun Hussein Onn Pintu A,bus_stop,wheelchair_stop,yes,yes,yes,,yes,,,Point,POINT(101.7745399 3.0488525),"{""@id"":""node/9503907420"",""bench"":""yes"",""bin"":""yes"",""bus"":""yes"",""departures_board"":""no"",""highway"":""bus_stop"",""name"":""MRT Bandar Tun Hussein Onn Pintu A"",""name:en"":""MRT Bandar Tun Hussein Onn A Entrance"",""name:ms"":""MRT Bandar Tun Hussein Onn Pintu A"",""operator"":""Smart Selangor"",""public_transport"":""platform"",""route_ref"":""450"",""shelter"":""yes"",""tactile_paving"":""yes"",""wheelchair"":""yes""}"
